name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
Hexarthrius_mandibularis,0.114900579,0.014800432,-0.06781248,0.018245342,0.054541312,-0.004494936,-0.00844779,-0.030229899,-0.000682767,0.014851728,0.023269715,-0.005214955,-0.014539661,-0.003915535,-0.002939284,-0.006804479,0.004619935,0.012790362,-0.003416976,-0.001889472,0.004354416,-0.006058807,0.006343658,-0.004362335,0.00208848,0.000333834,-0.001213312,-0.001331849,0.00108315,0.002708757,-0.002182998,-0.005007635,-0.001119403,0.000310266,0.002242362,0.00413786,-0.000291498,0.000764671,-0.000152038,0.000415539,-1.71E-05,-0.000991794,-0.00070847,-0.001575085,-0.00074563,-0.000320054,0.000161448,0.001891785,0.000200833,-0.000469996,-0.000135928,0.000560721,-5.12E-05,0.000457167,-5.20E-05,0.000191861,0.000423991,0.000161895,-0.000978495,-0.000289936,0.000148237,0.000592156,-0.000635885,-0.000299911,-0.000104029,-9.12E-05,0.000306286,8.37E-05,-1.94E-05,0.000505724,5.57E-05,-0.00025027,1.81E-05,0.000131751,-0.000328916,-0.000250997,0.000433114,5.12E-05,-0.000199958,8.48E-05,-1.50E-05,-2.68E-05,0.000270894,-8.36E-05,-0.000219776,0.00020524,0.000109176,0.000177386,0.000219401,0.000311652,-0.000207986,-9.34E-05,-0.000265581,-0.000111889,-0.000142662,-5.14E-05,7.11E-05,-7.71E-05,0.00023661,-0.000166278,-1.70E-05,0.000174983,-3.04E-05,-6.17E-05,-8.19E-05,9.16E-05,4.18E-05,-8.20E-05,-0.000106961,5.32E-05,-0.000161954,8.46E-05,1.96E-05,2.07E-05,-4.27E-05,-2.57E-06,-2.60E-05,1.61E-05,5.52E-06,-3.13E-06,3.65E-05,-9.13E-05,7.42E-06,4.78E-05,-8.33E-05,-9.09E-18,-8.82E-19,8.24E-18
Homoderus_gladiator,-0.077616498,0.158082585,0.040430663,0.032875348,-0.030312237,0.019710193,0.004466866,0.04040461,-0.016871148,-0.018261205,-0.005205048,0.003407749,-0.018373543,-0.007703919,0.010344085,-0.006334485,0.004517901,0.005784131,-0.003067474,8.14E-05,0.000808888,-0.003906543,-1.43E-05,-0.002587965,-0.002958204,2.60E-05,-0.000539388,-0.001743374,0.003008628,0.00397207,0.003853778,0.00178859,5.69E-05,0.001392985,-0.000818224,-0.000169474,0.001232338,-0.000286059,-0.000500598,0.000506999,-0.000930391,-3.17E-05,-0.00090683,0.001369268,0.000373468,-0.001243017,-0.000891451,0.000344066,6.98E-05,0.001222419,0.00022434,-0.000292257,-0.000399663,0.000363032,0.000491109,0.000333888,-0.000211975,-0.000260091,-0.000335484,0.000610618,-0.000404547,-0.000339204,-0.000526915,8.31E-05,0.00030067,-9.91E-05,-0.00015387,0.000606623,0.000195259,0.000160511,-3.38E-05,0.000104879,2.69E-05,0.000321968,-3.74E-05,-0.0001043,-0.000306831,2.71E-05,-0.000100296,0.000242862,-0.000147804,0.00012561,3.78E-05,5.96E-05,1.03E-05,0.000124413,8.69E-05,-0.000261635,0.000140135,-0.00013533,3.55E-05,3.79E-05,-8.47E-05,0.000165581,2.35E-05,0.00011433,0.000201175,-4.77E-05,6.55E-05,-0.000179174,-3.71E-05,0.000123102,-0.000175971,-3.78E-05,-2.80E-05,-0.000160301,-1.08E-05,6.09E-05,7.93E-06,-3.12E-05,-0.000107103,-0.000107114,0.000114094,8.53E-05,4.79E-05,3.94E-05,2.68E-05,-1.23E-05,-5.56E-05,-4.44E-05,4.59E-05,-4.96E-06,-3.80E-05,5.34E-05,1.67E-05,3.24E-18,-4.66E-19,1.98E-17
Lamprima_adolphinae,0.143806108,-0.018988021,-0.102105972,-0.088525673,0.009745231,0.049156375,0.024872905,0.025213773,0.000397242,0.004664002,0.002029233,-0.001326907,-0.001314582,0.007783745,-0.004869315,0.001470382,0.004928812,0.001835931,-0.00177495,0.002006512,0.004435164,-0.001496669,-0.006638819,-0.000510679,0.002939053,-0.00276747,0.001986648,0.002502854,0.001455078,-0.004436258,-0.000416607,0.003603716,-0.000339516,-0.000587545,0.001223442,-0.001557887,0.000970432,-0.002986746,-0.001776025,0.000431507,-0.000115821,-0.003185402,0.000179098,0.00039249,0.001062085,-0.000713043,-0.000860457,-0.001094668,0.001712726,0.00156749,-0.001033122,-0.001614238,0.0003232,-0.000877302,-0.000335049,-0.003189248,0.001282812,0.001299859,-0.000446268,0.001188898,0.000390171,-0.000463017,-0.000312276,4.53E-05,-0.000725776,0.000409224,4.39E-05,-0.000857853,-0.000519682,-0.00089658,0.000271563,-7.62E-05,0.000396425,-0.000196306,-0.000174379,0.000167697,-0.001148155,7.32E-05,-5.13E-05,-0.000541315,-0.000548304,0.000124882,-8.05E-05,0.000127862,-0.00016112,0.000525169,0.000574293,0.000436958,-0.000210189,-0.000364034,-0.000139703,4.41E-05,0.000109162,-0.000373241,-0.000433152,0.000275489,4.87E-05,0.000114612,-0.000185308,2.68E-05,6.95E-06,0.000186276,-5.01E-05,-9.48E-05,8.22E-05,5.14E-05,-3.22E-05,8.00E-06,-8.48E-05,0.000129853,-6.57E-05,-0.000103194,-9.63E-05,6.09E-05,4.73E-05,-1.14E-05,-5.10E-05,-2.58E-05,-1.53E-05,4.31E-05,4.80E-05,3.85E-05,9.97E-06,6.29E-05,2.32E-05,1.27E-17,9.32E-19,2.81E-18
Lamprima_latreillii,-0.01456296,-0.024552765,-0.011757305,-0.020688086,-0.007282666,0.036049782,-0.016263674,0.006566767,-0.005109542,-0.010528663,-0.003081584,0.013487752,0.009742712,0.000260391,-0.007782124,-0.01884054,0.01448501,0.001262596,0.006353383,-0.003632286,-3.12E-05,0.002424267,0.001852829,-0.001911453,0.00182255,0.003796313,0.000240456,0.002395392,0.000893144,-0.005236857,-0.002020865,0.004643191,-0.000303452,0.001091012,-0.002949658,0.001269271,0.000791561,-0.000368884,0.001897002,-0.00115869,0.000289522,0.001410608,0.001073753,-0.000255658,0.000983462,0.000551547,0.000548027,-0.000206219,-0.000382365,0.000783112,0.000759433,0.001035811,-0.000252111,-8.82E-05,3.94E-05,-0.00054453,-0.001574006,-0.000524009,0.0002872,-1.74E-05,0.000560097,0.000618339,0.000799491,7.58E-05,-0.000860195,-0.000569043,0.000642341,1.08E-05,-0.000121999,0.000882777,0.000241413,0.000244746,0.000101506,0.000415385,0.000260739,-0.000176267,0.000717667,0.000277757,-0.000341426,0.000135162,0.000245009,0.000119158,-0.000246601,0.000176362,-0.000451238,-1.58E-05,0.000145724,-0.00023054,-5.53E-05,0.000183149,0.000160242,-3.79E-06,-0.000442203,0.000108281,0.00018492,-0.000373158,4.93E-06,-9.74E-06,7.83E-05,0.000103212,0.000107541,3.61E-05,0.000103794,4.43E-05,-0.000100506,0.000155062,-1.93E-05,0.000136097,-2.12E-06,-9.10E-05,0.000233861,7.09E-05,-9.48E-05,-0.000118478,0.000114714,-1.14E-05,-0.00016797,3.39E-05,-8.83E-05,-7.20E-06,1.95E-05,-4.32E-05,-3.54E-05,-1.24E-06,-3.73E-05,-2.69E-17,3.25E-19,-3.46E-18
Lamprima_aenea,-0.066272595,0.124622544,0.019306846,0.03984211,-0.011697169,0.077203134,0.00510863,0.056812064,0.034410232,0.001439939,0.038254144,0.011729249,0.006829602,-0.008972955,0.004490053,0.006775976,-0.036066089,0.001013503,-0.005730982,0.009848955,0.001468275,0.004242555,0.012434552,-0.007545886,0.01675531,0.002024931,0.012276593,0.005617983,0.002460079,-0.004523151,-0.002308866,-0.00346263,-0.004235106,-0.003383255,0.000551692,0.003964106,0.000645644,0.000123499,0.001908719,0.002126145,0.003319518,-0.000241562,-0.00165438,0.000989855,-0.006331589,-0.000691202,-0.001456743,0.001606541,0.003956372,-0.004175793,0.001880214,0.002860883,-0.002805316,0.00125405,4.07E-05,0.001207492,-0.001516692,0.00033549,0.000523875,-0.000636812,0.001201104,-0.001436592,-0.000627479,-0.001102367,0.000357405,0.000360388,-0.001692002,-0.000728935,0.000807501,-0.001570924,0.001386131,-9.15E-05,-0.001635656,0.000517057,0.000542177,-0.00067559,-0.000144746,0.000115028,-0.000637219,0.000136079,-0.000655225,-0.00062888,-0.000847448,0.000285054,2.25E-05,0.000626282,5.12E-05,0.000193151,-0.000226303,0.000461559,0.000138769,0.000244865,0.000551626,0.000747864,0.000391821,0.000297727,-0.000170402,-0.000231086,0.000418155,0.000375455,0.000204965,-0.000307085,0.001272038,0.00036798,-0.000424228,0.000526869,4.47E-05,0.0001638,0.000184605,0.000735565,0.000119785,-4.54E-06,0.000156705,0.000177384,-3.32E-05,-7.26E-05,-0.000145647,-0.000138199,-0.000168378,0.000145804,-0.000238193,0.000100128,4.04E-05,-4.67E-05,7.95E-05,4.71E-17,3.67E-19,2.28E-17
Pseudolucanus_mazama,-0.241699353,0.086049732,0.048689067,-0.092611688,0.023555268,0.041735284,0.003956699,-0.021355919,-0.008503252,0.007923356,-0.005762991,-0.00386859,-0.000760779,-0.003266289,0.00858752,-0.003098444,-0.004004485,-0.001974583,-0.002918196,-0.000407772,0.000358101,0.003272547,0.000236159,0.00361197,4.04E-05,0.000530792,-0.00260165,-0.002199696,-0.001101422,0.003539947,0.001343649,-0.000618021,-0.000215407,0.000416005,0.00242322,-0.001264357,-0.000290576,-0.000435984,0.000265953,-0.00137955,0.00087688,-0.000690214,0.000284269,-0.00136451,-0.000346073,0.000800003,9.59E-05,-0.000151324,0.00069757,-0.00048079,0.0004501,0.000202557,7.25E-05,-0.000621615,-0.000605443,0.00067732,0.00078962,-0.000398306,0.000714789,-0.000144944,0.000262562,0.000143905,-0.00014274,0.000329149,6.29E-05,0.000514398,0.000157156,0.000105807,0.000101448,-0.000141186,-0.000566228,-8.70E-05,0.00012723,-9.60E-05,0.000364856,-9.88E-06,-9.86E-05,0.000114436,0.000104522,-0.000169169,0.000177398,7.51E-05,0.000340224,-0.000267137,-2.72E-05,4.11E-05,-5.22E-05,0.000305486,-9.70E-05,0.000217386,4.85E-06,-0.000112647,-1.76E-06,-9.47E-05,7.37E-05,-0.000152518,-4.32E-05,0.000106858,0.000159096,5.48E-05,0.000107798,7.77E-05,6.26E-05,-5.43E-05,7.41E-06,5.10E-05,8.16E-05,-0.000116749,1.04E-05,4.20E-05,-5.25E-05,0.000152237,-7.32E-05,-8.95E-05,-2.58E-05,-1.00E-05,-1.07E-05,8.71E-07,6.21E-05,6.33E-05,-5.84E-05,-5.54E-05,2.09E-05,-1.77E-05,-4.06E-05,5.83E-18,-3.12E-19,2.79E-18
Neolucanus_sinicus,-0.191570625,-0.002569923,-0.079466328,0.034185695,-0.001693033,-0.036924031,-0.010021547,0.031222234,0.005097112,-0.00294007,0.008896001,-0.003381849,0.003982807,0.024370727,0.019817748,-0.016991141,-0.002786928,-0.008171558,-0.002787448,0.009493588,0.008675577,0.005002301,-0.010273893,0.003774483,0.012747424,0.002237907,-0.000135432,0.000752273,0.001170847,-0.000109571,-0.005393793,-0.004132431,0.005501475,-0.006036129,0.005189839,-0.002139453,-0.005897448,-0.002872446,0.003379055,-0.002748962,-0.005420545,-0.00139002,-0.001311917,0.00259374,-0.001587981,0.001933013,0.004152372,-0.001355407,-0.003633407,0.001432148,-4.48E-05,0.000163969,-0.002314608,0.000159914,0.001576388,0.000543946,-0.001399114,0.000833743,-0.001092278,0.001460716,0.00086065,0.00226645,0.000409395,-0.002369958,0.000784589,0.002477245,-0.000588082,-0.000386023,-3.40E-05,0.000400723,-0.001803216,0.001379162,0.001887875,0.001378799,-0.001722793,0.000902137,0.001114749,0.000154336,-0.000539581,-0.000308666,0.000687449,-0.000178517,0.000369921,-1.22E-05,-0.000792142,-0.0002092,0.000189717,4.76E-05,-0.001133018,-0.00140617,-0.000183264,-2.13E-05,-0.000159028,0.001204531,-0.000294294,0.000533522,1.15E-05,-0.000938788,0.000427228,6.75E-05,0.000514841,-0.000406575,-0.000212296,0.000315662,0.000387215,3.64E-05,0.000385759,-0.00057385,-0.000214052,0.00042653,0.000202356,-0.000119556,2.26E-06,0.000240261,-9.39E-05,9.19E-05,0.000161925,0.000212655,0.000385067,-0.000276497,2.40E-07,-0.000177618,6.72E-05,-9.26E-05,-5.52E-05,-1.39E-17,-2.37E-18,2.25E-17
Odontolabis_cuvera,0.064747764,0.108138536,-0.031922016,0.072618185,0.023786117,0.05173969,-0.032039609,-0.009715445,-0.0321695,0.022428853,-0.000818235,-0.012742298,-0.020139708,-0.00473119,-0.031610282,0.002527364,0.011728265,-0.018772792,0.010652872,0.00578958,-0.008735785,-0.00069643,-0.004329958,-0.001703075,-0.008735147,-0.002985528,-0.005252693,0.000977955,0.002318417,-0.001796673,-0.005609318,-0.000118107,0.001780842,-0.003402042,0.004343441,-3.40E-05,-0.002024517,0.003891388,0.003134834,7.03E-05,-0.002912157,0.002716941,-0.001833454,0.00184953,-0.004551993,0.004217322,0.00048977,-0.000436852,8.14E-05,0.001792543,-0.001094646,0.000799748,0.001411089,-0.000397094,0.000822869,9.18E-05,0.000742614,0.001744466,0.001434853,-2.84E-05,-0.000312472,-0.001372697,0.001288416,-0.000736338,-0.000395864,4.90E-06,-0.000519292,-5.18E-05,0.000303428,0.000164177,-0.000290303,0.000131774,-0.000586705,0.000183391,0.000291901,0.000643704,-0.000646493,0.000227934,0.000305245,0.000184206,-0.000695842,-0.000520725,-0.000312792,0.000427332,-0.000170033,0.000510383,-0.000691397,-0.000258227,-6.92E-05,-0.000200416,-5.79E-05,-0.000316063,0.000715885,0.000214635,-0.00022794,0.000220004,0.000151233,2.81E-05,-9.96E-05,0.000130755,0.000203984,-0.000377743,-0.000161718,0.000128329,0.000104039,1.05E-05,0.000106941,0.000107549,2.05E-05,-2.77E-05,-3.28E-05,-0.000162082,-0.000168715,-0.000125037,-6.33E-05,-0.000104428,7.41E-05,1.39E-05,2.67E-05,6.65E-05,-5.05E-05,7.34E-05,1.92E-05,-5.35E-05,4.08E-05,-5.27E-17,-8.93E-19,3.31E-17
Phalacrognathus_muelleri,-0.116918011,-0.088015627,0.050701847,-0.00402319,0.016171684,-0.003037856,-0.019189741,0.011206478,-0.020931156,0.007931983,0.008138886,0.013981416,0.00223997,-0.000964066,0.005353416,0.012911074,-0.010960633,0.004117086,0.010349831,0.001036828,-0.006010193,-0.012319165,-0.006758356,-0.002670931,0.002564602,0.00536636,0.004380525,-0.003933072,-0.002479503,-2.30E-05,-0.005221158,-0.003670557,0.003912227,2.31E-05,-0.002154154,-0.000373499,0.003298013,0.001797047,-0.000468287,-3.86E-05,0.000840846,-0.001548442,0.000112501,-0.000212891,0.001109504,0.000544012,-0.000229097,0.000568858,-0.001778235,0.000550911,-0.000505427,1.67E-05,0.000252047,-0.000289976,0.000334548,-0.001422828,0.00044854,-0.000857459,-0.000378292,0.000638947,-0.00052575,0.000178834,0.000211126,0.000224797,-8.73E-05,0.000333735,0.000267176,0.00028317,-0.000546417,0.000372399,0.000245086,-0.000364778,-0.000364708,4.28E-05,-0.000531696,0.000334059,-2.03E-05,2.63E-07,-6.50E-06,0.000255735,-1.71E-05,-8.87E-05,-0.000464179,0.000257681,-0.000144907,5.24E-05,-8.60E-05,9.32E-05,0.0001979,-0.000274677,-7.39E-05,5.04E-05,0.000181638,6.11E-05,-4.06E-05,0.000172376,-5.67E-05,-0.000176257,-0.000201118,4.58E-05,3.21E-06,0.000237474,-1.84E-05,0.00018348,3.24E-05,-7.77E-05,8.27E-06,-2.28E-05,-7.93E-05,-0.000107933,-2.96E-05,1.53E-05,-4.70E-05,-7.04E-05,3.59E-05,-3.08E-05,7.72E-05,-3.95E-05,-6.04E-05,8.29E-05,5.49E-07,3.71E-05,7.17E-05,-2.31E-05,2.32E-06,9.00E-19,-1.68E-20,-1.33E-17
Cladognathus_giraffa,0.168891286,-0.0686426,-0.127183182,0.014527228,-0.01129634,0.033746998,-0.022847561,-0.00037852,-0.020127973,0.020999422,-0.026582886,0.000842116,0.01077774,0.000604983,0.028749941,0.00910497,-0.01298141,-0.004231629,0.000335991,0.003904259,0.000101633,-3.26E-05,0.00463582,0.00282338,-0.005198165,-0.002742073,-0.000579471,-0.001206663,-0.001166674,0.000309827,0.003987496,-0.000251231,-0.002366365,0.000105141,-0.001565378,-0.00074764,-0.002227066,8.04E-05,-0.000823787,-0.000231153,-0.000680102,0.001748342,-0.000553159,0.000747256,0.000290323,-0.000503711,0.000179164,0.000622499,-0.000743701,0.000705919,-0.000137592,0.000419236,3.31E-06,0.000554317,8.27E-05,0.001145781,-0.000338092,-0.000860023,0.000210495,0.000437384,-0.000544684,0.000130621,1.75E-06,0.000442096,0.000254668,-6.81E-05,-6.77E-05,-0.000104881,0.000219405,-7.74E-05,-8.05E-05,-0.000118347,2.09E-05,-0.000117566,8.45E-05,-4.37E-05,0.000454667,0.000139949,0.000221948,0.000252352,0.000328137,0.00021391,-6.16E-05,-0.000191728,0.000179865,-0.000121439,-0.000140908,-8.16E-05,7.83E-05,7.90E-05,-3.57E-05,7.29E-05,-7.42E-05,0.000166837,4.34E-05,-0.000109856,-5.68E-06,-1.81E-05,0.000121658,4.68E-05,-3.62E-05,-9.88E-05,7.36E-05,-1.37E-06,-0.000115448,5.22E-06,-2.76E-05,6.67E-06,-1.36E-05,1.35E-05,-1.96E-05,5.08E-05,-1.01E-05,-1.97E-05,-5.88E-06,4.67E-05,-2.10E-07,7.06E-06,6.07E-06,-4.63E-06,1.34E-05,-1.32E-05,-2.12E-05,-4.60E-06,-1.25E-05,2.67E-18,1.89E-18,1.08E-17
Prosopocoilus_mirabilis,0.113977775,0.07274083,0.073084603,0.013117236,0.039152288,0.006248883,0.01590261,-0.002154332,0.021344839,-0.002125889,0.039203432,0.011301506,0.003431533,0.004916753,0.018698185,0.006202462,0.013462773,-0.008544772,-0.002732124,-0.0033048,-0.003163464,-0.000269737,0.002997768,0.000693783,-0.006907632,-0.003860354,0.004846935,0.002059812,-0.002471274,-0.000733744,-0.000925687,0.001452103,0.001343931,0.000629206,-0.001877149,-0.003519296,-0.004802327,0.001796727,-0.000907338,-0.000482434,0.00013323,0.00187493,0.000122998,0.0002772,0.001731425,-0.001089182,0.002006989,-0.00144265,-0.000894995,-0.000200535,0.000332062,-0.000175344,-9.49E-05,-0.000375574,0.000482649,-0.000318851,0.000733684,5.19E-05,-0.000590849,0.000359563,0.000269603,-8.68E-05,0.000197575,-5.60E-05,-0.000367901,-0.000189064,-4.83E-05,0.000124602,-0.000324967,-0.000354364,0.000252471,-0.000126375,1.43E-05,-0.000310891,-0.000132397,0.000211323,0.000117378,-0.000202315,8.93E-05,2.15E-05,0.000315814,0.000203144,0.000169034,4.75E-05,0.000100491,-0.000128439,-0.000208048,-0.000187625,0.00011507,-7.39E-06,0.000111102,4.43E-07,0.000137533,4.44E-05,-4.61E-05,-0.000138334,-0.000226956,-1.23E-05,-0.000180794,-8.64E-05,2.46E-05,-0.000136844,2.54E-05,2.04E-05,4.58E-05,-0.000133718,-7.95E-05,-7.04E-05,-6.65E-06,-2.21E-05,9.79E-05,-1.47E-05,1.14E-05,1.59E-07,-4.47E-05,3.75E-05,8.51E-06,1.11E-05,4.36E-06,-2.35E-05,-9.74E-06,-6.08E-06,1.26E-05,1.16E-05,-7.16E-06,2.27E-17,4.84E-19,-1.59E-18
Rhaetulus_didieri,0.12981926,0.002382296,0.024757895,-0.001532492,-0.026925847,-0.018601006,0.005572742,0.022169801,0.003412967,0.02482843,-0.004108874,-0.006735051,-0.009672019,-0.00413123,-0.004541308,0.004057337,-0.000622352,0.000425994,-0.006511422,-0.003443623,0.002234273,-0.007335428,-0.002689654,0.000939999,0.003208413,0.001564368,-0.001633037,-0.00075212,0.001117182,-0.000541077,-0.000390238,0.000387492,0.001848397,-0.000851993,0.00176617,0.000678446,0.001028857,-0.000754423,-0.000927884,-0.002049265,-0.001685166,0.000191286,0.001081654,-0.00040258,0.00290218,0.001018345,-0.000477661,-0.000352934,-0.000657851,-0.002263994,0.000186177,-0.0001063,-0.001798124,-0.000705191,-0.000778335,-0.000278605,-0.000452592,-0.000391604,0.001545685,-0.000587274,0.000692201,0.000146736,-0.000316701,0.000246356,-0.001001233,0.00054942,-0.000397306,6.42E-06,-0.000560098,-0.000180833,0.000217957,8.28E-05,0.000112403,-0.000332307,0.000110752,-1.60E-05,3.24E-05,-0.000416325,-0.000319749,-0.000351461,0.000318585,-2.24E-06,-3.96E-05,0.000155613,0.000261532,-0.00016548,-0.000437054,0.000280175,0.000142706,0.000556087,0.000428187,-0.000339689,1.84E-05,7.72E-06,0.000363956,-0.00023466,0.000106441,5.66E-05,-0.000119177,9.13E-05,-0.000330504,-0.000103176,-0.000175022,-0.000119984,-7.02E-05,0.000225016,0.000148853,9.26E-06,1.95E-05,-0.000162778,3.51E-06,3.98E-05,4.45E-05,-7.98E-05,4.53E-07,2.90E-05,5.07E-05,8.43E-05,-2.10E-05,-6.40E-05,-0.000111471,1.50E-05,-8.65E-05,-5.62E-05,8.12E-06,-5.59E-17,-7.14E-20,-3.56E-18
Rhyssonotus_nebulosus,-0.130102821,-0.123972492,0.014017317,0.084819383,-0.006588187,0.035938452,0.063157539,-0.024847624,-0.009565643,0.004646192,-0.005838041,0.00050902,0.016014294,0.014111794,-0.013759409,-0.003115508,-0.000229494,-0.001119652,-0.008037678,0.001293547,0.002149899,-0.002418561,0.004097559,0.000968575,-0.001710316,0.002658612,-0.000742065,0.000148647,0.000468037,0.00125353,0.001089908,-0.000141341,0.000675624,-0.001195844,-0.000401056,0.000799146,0.000158765,0.000209364,-0.000314622,-0.00029311,-0.00061258,-0.000206437,0.000317841,-0.00011138,0.000800637,-0.000674144,9.58E-05,-0.000285372,0.000172348,-0.000368532,-0.00030406,-0.000125203,0.000101468,0.000264392,0.000314728,1.88E-05,-0.000316191,0.000204135,-0.000290055,0.000184388,-0.000226314,-0.000225847,-0.000157682,-0.000413835,6.25E-05,-0.000502118,-0.000264525,0.000229324,-6.47E-05,-0.000218061,0.000278257,0.000256269,2.70E-06,4.49E-05,-0.000372942,-0.000125481,-0.000204016,-0.000325285,-1.38E-05,6.94E-05,5.87E-05,0.000101873,-2.39E-05,-2.79E-05,7.81E-05,9.66E-05,-0.000122897,-0.000153225,-6.43E-06,-8.49E-05,4.99E-05,5.22E-05,-4.40E-05,0.000183324,-4.95E-05,0.000129391,-4.27E-05,1.08E-05,-1.01E-05,-6.98E-05,-0.000164084,2.97E-06,-7.50E-05,2.22E-05,8.05E-05,-1.38E-05,-9.89E-05,-2.58E-05,-5.13E-05,-5.09E-05,-2.83E-05,4.95E-05,2.36E-05,3.30E-06,-5.40E-05,-2.28E-05,3.36E-05,3.16E-05,2.39E-05,-3.57E-05,-1.70E-05,3.43E-05,-1.23E-05,-4.18E-07,3.60E-05,-5.32E-18,8.36E-19,1.34E-17
Sphaenognathus_monguilloni,0.02770975,-0.00627384,0.008869431,-0.029118644,-0.050493401,-0.027996895,-0.012481478,0.011307698,-0.018241636,-0.005528712,0.014382033,0.006911309,0.005400471,0.004640288,-0.013423468,0.00201106,-0.007524109,0.002172008,-0.001752338,-0.000878962,0.001724814,0.001243411,0.003662865,0.00152774,-0.003173005,0.00131384,0.002187755,0.003506733,-1.95E-05,-0.002850667,4.51E-05,-0.001277088,-0.000490744,0.004757434,0.002666219,-0.001900851,-0.002298029,6.02E-05,-0.001034359,-0.000518372,0.000167357,-0.00082084,-0.00061148,0.00139099,0.000615471,-0.000935047,-0.00017526,0.001891715,0.000565028,-0.001008594,-0.001676964,0.000320814,0.001831424,-0.001186286,-2.20E-05,0.001876827,0.001659947,0.000833922,0.001456753,-0.000448645,-0.000286924,0.000533185,-0.000415545,-0.000201951,0.000194932,0.000226547,0.000571582,-9.51E-05,-0.000262753,0.000857986,4.26E-05,0.000317907,-4.98E-05,-0.000519569,-0.000290081,-0.000585989,0.000150685,0.000368828,0.000389419,0.000264632,2.50E-05,-0.000552648,0.000356673,-0.000325721,8.06E-05,-0.000156355,6.76E-05,7.75E-05,8.10E-05,0.000104401,-0.000283329,1.15E-05,-7.60E-05,3.63E-05,-0.00040052,0.000276982,-0.000215612,-0.000166442,0.000108715,-5.28E-05,6.92E-05,-0.000165344,9.84E-05,-0.00012912,5.49E-05,-0.000122884,4.33E-05,5.58E-05,-0.000159388,-4.24E-05,0.000107616,4.48E-05,5.28E-05,-8.81E-05,-3.28E-06,-4.14E-05,-6.20E-05,0.000116545,4.62E-05,-2.04E-05,9.68E-06,6.26E-05,6.21E-05,-1.68E-05,9.63E-05,6.47E-18,1.17E-18,-1.80E-17
Sphaenognathus_nobilis,0.017867787,0.039975402,0.03506421,-0.030135671,-0.072386087,0.00181654,-0.008611067,-0.009051277,0.013468089,-0.009556296,0.002068105,-0.01042422,0.002692113,0.018682568,-0.009324686,0.007352996,0.005309134,0.004238374,-0.000560719,-0.000445003,-0.006200535,0.005692936,-0.001586581,-0.000125806,0.003169716,-0.01161016,-0.000178414,-0.003313869,-0.001795228,0.001255719,-0.001835724,-0.004854815,-0.004219891,-0.00119554,-0.000495434,0.00104758,0.001207465,0.001662219,-0.002568964,0.002309786,-0.00044533,0.001058253,0.00010055,-0.000408692,-0.000246783,0.000560405,0.000776921,0.001380288,-0.000877174,0.001748545,-6.00E-05,0.000772923,-0.0001238,0.001172253,0.000405984,-0.001281623,-0.000624885,6.51E-05,-0.000837627,0.000584415,-0.000868165,0.0008226,0.000206046,-0.000215121,0.000304127,9.43E-05,0.000131006,-0.000136597,0.000632748,-0.000102561,0.000276138,6.13E-05,0.000211668,0.000254124,-0.000310342,0.000240037,0.000136194,-0.0004349,-0.000108905,0.000264679,-0.000127689,0.000279508,-0.000114411,-1.08E-05,5.10E-05,9.52E-05,-0.000461769,0.000112123,9.60E-05,0.000248489,-0.000170761,-6.17E-05,-9.08E-05,3.54E-05,-9.37E-06,-6.45E-05,-2.46E-05,-2.09E-06,5.58E-05,-0.000219316,-4.68E-05,6.01E-05,-0.000127236,-8.54E-05,-1.25E-05,0.000173012,1.13E-05,-0.000148744,1.09E-05,0.000117788,-5.87E-05,0.000125593,-4.62E-05,3.58E-05,-6.94E-05,-3.93E-05,2.34E-05,1.17E-05,-6.23E-05,-5.40E-06,4.65E-06,-4.60E-05,7.30E-06,-2.90E-05,-4.85E-05,-7.97E-18,-1.20E-18,-4.09E-18
